id;import_date;name_original;name_new;iptv_epg_id_original;iptv_epg_id_new;iptv_group_original;iptv_group_new;FHD;iptv_url;activo
32;2025-03-17 12:18:44.906;M. LALIGA 1080 MULTIAUDIO;M+ LaLiga TV;M+ LaLiga TV HD;M+ LaLiga TV HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=d3de78aebe544611a2347f54d5796bd87f16c92d;1
33;2025-03-17 12:18:44.906;M. LALIGA 1080 MULTIAUDIO;M+ LaLiga TV;M+ LaLiga TV HD;M+ LaLiga TV HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=6d05b31e5e8fdae312fbd57897363a7b10ddb163;1
34;2025-03-17 12:18:44.906;M. LALIGA 720;M+ LaLiga TV;M+ LaLiga TV HD;M+ LaLiga TV HD;LA LIGA;LALIGA;0;http://127.0.0.1:6878/ace/getstream?id=1bc437bce57b4b0450f6d1f8d818b7e97000745e;1
35;2025-03-17 12:18:44.906;M. LALIGA 2 1080;M+ LaLiga TV 2;M+ LaLiga TV 2 HD;M+ LaLiga TV 2 HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=83c6c4942d69f4aa324aa746c5d7dbfd7d1572b3;1
36;2025-03-17 12:18:44.906;M. LALIGA 2 720;M+ LaLiga TV 2;M+ LaLiga TV 2 HD;M+ LaLiga TV 2 HD;LA LIGA;LALIGA;0;http://127.0.0.1:6878/ace/getstream?id=f31a586422c9244196c810c84b6c85da350318a5;1
37;2025-03-17 12:18:44.906;M. LALIGA 3 1080;M+ LaLiga TV 3;M+ LaLiga TV 3 HD;M+ LaLiga TV 3 HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=ebe14f1edeb49f2253e3b355a8beeadc9b4f0bc4;1
38;2025-03-17 12:18:44.906;M. LALIGA 3 720;M+ LaLiga TV 3;M+ LaLiga TV 3 HD;M+ LaLiga TV 3 HD;LA LIGA;LALIGA;0;http://127.0.0.1:6878/ace/getstream?id=835639b89db00cc0d94660da3c10b6e38bfbcdc1;1
39;2025-03-17 12:18:44.906;M. LALIGA 4 1080;M+ LaLiga TV 4;M+ LaLiga TV 4;M+ LaLiga TV 4;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=68697ea4f261289d97bbc3418ad3cbc4180aa32f;1
40;2025-03-17 12:18:44.906;LA LIGA BAR 1080;LaLiga TV BAR;LaLiga TV BAR HD;LaLiga TV BAR HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=608b0faf7d3d25f6fe5dba13d5e4b4142949990e;1
41;2025-03-17 12:18:44.906;LA LIGA BAR 1080;LaLiga TV BAR;LaLiga TV BAR HD;LaLiga TV BAR HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=94d34491106e00394835c8cb68aa94481339b53f;1
42;2025-03-17 12:18:44.906;DAZN LALIGA 1080 MULTIAUDIO;DAZN LaLiga;DAZN LaLiga HD;DAZN LaLiga HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=110d441ddc9713a7452588770d2bc85504672f47;1
43;2025-03-17 12:18:44.906;DAZN LALIGA 1080 MULTIAUDIO;DAZN LaLiga;DAZN LaLiga HD;DAZN LaLiga HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=ec29289b0b14756e686c03a501bae1efa05be70c;1
44;2025-03-17 12:18:44.906;DAZN LALIGA 1080 MULTIAUDIO;DAZN LaLiga;DAZN LaLiga HD;DAZN LaLiga HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=6de4794cd02f88f14354b5996823413a59a1de0f;1
45;2025-03-17 12:18:44.906;DAZN LALIGA 720;DAZN LaLiga;DAZN LaLiga HD;DAZN LaLiga HD;LA LIGA;LALIGA;0;http://127.0.0.1:6878/ace/getstream?id=8c8c1e047a1c5ed213ba74722a5345dc55c3c0eb;1
46;2025-03-17 12:18:44.906;DAZN LALIGA 2 1080 MULTIAUDIO;DAZN LaLiga 2;DAZN LaLiga 2 HD;DAZN LaLiga 2 HD;LA LIGA;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=51dbbfb42f8091e4ea7a2186b566a40e780953d9;1
47;2025-03-17 12:18:44.906;DAZN LALIGA 2 720 MULTIAUDIO;DAZN LaLiga 2;DAZN LaLiga 2 HD;DAZN LaLiga 2 HD;LA LIGA;LALIGA;0;http://127.0.0.1:6878/ace/getstream?id=97ba38d47680954be40e48bd8f43e17222fefecb;1
48;2025-03-17 12:18:44.906;LALIGA HYPERMOTION 1080;LaLiga TV Hyp;LaLiga TV Hypermotion HD;LaLiga TV Hypermotion HD;HYPERMOTION;SEGUNDA+1RFEF;1;http://127.0.0.1:6878/ace/getstream?id=b2706a7ffbea236a3b398139a3a606ada664c0eb;1
49;2025-03-17 12:18:44.906;LALIGA HYPERMOTION 720;LaLiga TV Hyp;LaLiga TV Hypermotion HD;LaLiga TV Hypermotion HD;HYPERMOTION;SEGUNDA+1RFEF;0;http://127.0.0.1:6878/ace/getstream?id=121f719ebb94193c6086ef92865cf9b197750980;1
50;2025-03-17 12:18:44.906;LALIGA HYPERMOTION 2 1080;LaLiga TV Hyp 2;LaLiga TV Hypermotion 2;LaLiga TV Hypermotion 2;HYPERMOTION;SEGUNDA+1RFEF;1;http://127.0.0.1:6878/ace/getstream?id=0cfdfde1b70623b8c210b0f7301be2a87456481d;1
51;2025-03-17 12:18:44.906;LALIGA HYPERMOTION 2 720;LaLiga TV Hyp 2;LaLiga TV Hypermotion 2;LaLiga TV Hypermotion 2;HYPERMOTION;SEGUNDA+1RFEF;0;http://127.0.0.1:6878/ace/getstream?id=0a335406bad0b658aeddb2d38f8c0614b2e5623a;1
52;2025-03-17 12:18:44.906;LALIGA HYPERMOTION 3;LaLiga TV Hyp 3;LaLiga TV Hypermotion 3;LaLiga TV Hypermotion 3;HYPERMOTION;SEGUNDA+1RFEF;0;http://127.0.0.1:6878/ace/getstream?id=fefd45ed6ff415e05f1341b7d9da2988eacd13ea;1
53;2025-03-17 12:18:44.906;DAZN 1 FHD --> NEW ERA;DAZN 1;DAZN 1 HD;DAZN 1 HD;DAZN;DAZN;1;http://127.0.0.1:6878/ace/getstream?id=e6a00cb2912609dceeeee88d3f66a2de9718b421;1
54;2025-03-17 12:18:44.906;DAZN F1 FHD --> NEW ERA;;DAZN F1 HD;;FORMULA 1;;1;http://127.0.0.1:6878/ace/getstream?id=9f04b67904bf5ec6782ab34e8105bca264c10b62;0
55;2025-03-17 12:18:44.906;DAZN 1 BAR FHD --> NEW ERA;DAZN LaLiga;DAZN 1 BAR;DAZN LaLiga HD;DAZN;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=ec10963a4408f96d2089a29af8b7a8ac4b23dd3c;1
56;2025-03-17 12:18:44.906;DAZN 2 BAR FHD --> NEW ERA;DAZN LaLiga 2;DAZN 2 BAR;DAZN LaLiga 2 HD;DAZN;LALIGA;1;http://127.0.0.1:6878/ace/getstream?id=f86e821848931eaa55bcb779e74f62d6a59f41c0;1
57;2025-03-17 12:18:44.906;DAZN F1 FHD (SAT) --> NEW ERA;;DAZN F1 HD;;FORMULA 1;;1;http://127.0.0.1:6878/ace/getstream?id=4f1d222c600e66ef4990b3d7ea13bfa53f7bfea1;0
58;2025-03-17 12:18:44.906;F1 TV 14 | FERNANDO ALONSO | ASTON MARTIN --> NEW ERA;;;;ONBOARDS F1;;0;http://127.0.0.1:6878/ace/getstream?id=adab1ca1447108f5dcee688d709bdd372a002c4b;0
59;2025-03-17 12:18:44.906;F1 TV 55 | CARLOS SAINZ | WILLIAMS --> NEW ERA;;;;ONBOARDS F1;;0;http://127.0.0.1:6878/ace/getstream?id=ff6c8b62faf8b5130bea01fe2aa14e7bed8b3950;0
60;2025-03-17 12:18:44.906;MGPTV | CAMARA DE A BORDO 1 --> NEW ERA;;;;MGPTV;;0;http://127.0.0.1:6878/ace/getstream?id=1cc1b4aeaae07bc257ed4951a774beb3d3b44c86;0
61;2025-03-17 12:18:44.906;MGPTV | CAMARA DE A BORDO 2 --> NEW ERA;;;;MGPTV;;0;http://127.0.0.1:6878/ace/getstream?id=44a1d2952357564004a1afa2e3e0d262a45c5742;0
62;2025-03-17 12:18:44.906;MGPTV | CAMARA DE A BORDO 3 --> NEW ERA;;;;MGPTV;;0;http://127.0.0.1:6878/ace/getstream?id=e55dfcc2111568668e2df397e5de440103c991fb;0
63;2025-03-17 12:18:44.906;MGPTV | CAMARA DE A BORDO 4 --> NEW ERA;;;;MGPTV;;0;http://127.0.0.1:6878/ace/getstream?id=8a0957fa263a3dbb986e75fdcf5fbf6ef111b742;0
64;2025-03-17 12:18:44.906;DAZN EVENTOS 1 --> NEW ERA;;;;EVENTOS;;0;http://127.0.0.1:6878/ace/getstream?id=9a81584b459dbcf71f765463cccd643c59894d74;0
65;2025-03-17 12:18:44.906;DAZN EVENTOS 2 --> NEW ERA;;;;EVENTOS;;0;http://127.0.0.1:6878/ace/getstream?id=7a90838e67f415e70fd7c9bb87edeb2da5db1725;0
66;2025-03-17 12:18:44.906;DAZN EVENTOS 3 --> NEW ERA;;;;EVENTOS;;0;http://127.0.0.1:6878/ace/getstream?id=e7330b2c28af22b081ab509df5aac9672a7e037b;0
67;2025-03-17 12:18:44.906;DAZN BUNDESLIGA 1 FHD --> NEW ERA;;;;BUNDESLIGA;;1;http://127.0.0.1:6878/ace/getstream?id=f2b903b4b286c2cfecc23ebea66a412ec887da45;0
68;2025-03-17 12:18:44.906;DAZN BUNDESLIGA 2 FHD --> NEW ERA;;;;BUNDESLIGA;;1;http://127.0.0.1:6878/ace/getstream?id=e720d8fef514c63468bdae65d7c20d48e22d7df9;0
69;2025-03-17 12:18:44.906;DAZN BUNDESLIGA 3 FHD --> NEW ERA;;;;BUNDESLIGA;;1;http://127.0.0.1:6878/ace/getstream?id=f2dc625a32ba3437100b1261fd0751d83d64ce91;0
70;2025-03-17 12:18:44.906;GOL PLAY FHD --> NEW ERA;;GOL PLAY;;TDT;;1;http://127.0.0.1:6878/ace/getstream?id=3a2bbdbe4cc775c5c75ccb7d2408363d69c94b5d;0
71;2025-03-17 12:18:44.906;TELEDEPORTE FHD --> NEW ERA;;La 1 HD;;TDT;;1;http://127.0.0.1:6878/ace/getstream?id=c693df0cbccedec130e2b31453bdbfb3ccb7a648;0
72;2025-03-17 12:18:44.906;DAZN 1 FHD (SAT) --> NEW ERA;DAZN 1;DAZN 1 HD;DAZN 1 HD;DAZN;DAZN;1;http://127.0.0.1:6878/ace/getstream?id=a7e083d922be14a0496d65aad2ff8ea9c8011bd0;1
73;2025-03-17 12:18:44.906;MOVISTAR GOLF FHD --> NEW ERA;;M+ Golf HD;;MOVISTAR;;1;http://127.0.0.1:6878/ace/getstream?id=7f1c44c9f362eba2d4a6820a00ff6701ead9e79d;0
74;2025-03-17 12:18:44.906;MOVISTAR GOLF 2 FHD --> NEW ERA;;M+ Golf 2 HD;;MOVISTAR;;1;http://127.0.0.1:6878/ace/getstream?id=d41f974884746560213e68519e5f6b9d51f37470;0
75;2025-03-17 12:18:44.906;MOVISTAR SERIES FHD --> NEW ERA;;M+ Hits HD;;MOVISTAR;;1;http://127.0.0.1:6878/ace/getstream?id=28dc545c00d47a620bc7243657de5a85811f1254;0
76;2025-03-17 12:18:44.906;MOVISTAR CLASICOS FHD --> NEW ERA;;M+ Clsicos HD;;MOVISTAR;;1;http://127.0.0.1:6878/ace/getstream?id=62b6cdc347e9b5f5aff089055365805e4d20d41e;0
77;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES FHD (1 OPCION) --> NEW ERA;L Campeones;M+ Liga de Campeones HD;M+ Liga de Campeones HD;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=ac73acd09d79c46cb818bfd945f20198d1718a85;1
78;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES FHD (2 OPCION) --> NEW ERA;L Campeones;M+ Liga de Campeones HD;M+ Liga de Campeones HD;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=ba87f528de030aad56576f7cbb9d8bbd7efd62b9;1
79;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES FHD --> NEW ERA;L Campeones;M+ Liga de Campeones HD;M+ Liga de Campeones HD;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=f43a021e8fd63334a4bf3fb11ffe58f89039a1d0;1
80;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES FHD (SAT) --> NEW ERA;L Campeones;M+ Liga de Campeones HD;M+ Liga de Campeones HD;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=840f68a0dc6e27c2927a16b4d42b9401ac50270b;1
81;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 2 FHD --> NEW ERA;L Campeones 02;M+ Liga de Campeones 2 HD;M+ Liga de Campeones 2 HD;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=deb8972491e3817ba2335662d7855d2c2c05a900;1
82;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 2 FHD --> NEW ERA;L Campeones 02;M+ Liga de Campeones 2 HD;M+ Liga de Campeones 2 HD;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=bd6fa847d9eb4e6fa44b68da1304bf8684ef8acb;1
83;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 3 FHD --> NEW ERA;L Campeones 03;M+ Liga de Campeones 3 HD;M+ Liga de Campeones 3 HD;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=8e65f92af1de567f0af83562c5a14a3db6dc8ac8;1
84;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 4 FHD --> NEW ERA;L Campeones 04;M+ Liga de Campeones 4;M+ Liga de Campeones 4;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=5a8323792bb3d48f71d1f690d3f5ec4ad5b48301;1
85;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 5 FHD --> NEW ERA;L Campeones 05;M+ Liga de Campeones 5;M+ Liga de Campeones 5;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=47ab133c0bd7c9e6eb6f11661d33101a9d3bfce3;1
86;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 6 FHD --> NEW ERA;L Campeones 06;M+ Liga de Campeones 6;M+ Liga de Campeones 6;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=c1de133576bc8b82db0891d850f5e2d448dac9d6;1
87;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 7 FHD --> NEW ERA;L Campeones 07;M+ Liga de Campeones 7;M+ Liga de Campeones 7;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=67492877ee4314e8e88c49eaedc82c556750ae9f;1
88;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 8 FHD --> NEW ERA;L Campeones 08;M+ Liga de Campeones 8;M+ Liga de Campeones 8;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=7dd235ecd152c3d303f29aeaa0728d5c8b588f7c;1
89;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 9 FHD --> NEW ERA;L Campeones 09;M+ Liga de Campeones 9;M+ Liga de Campeones 9;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=a792ff171d110e6d890cb1b5db9d6507d1f292b7;1
90;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 10 FHD --> NEW ERA;L Campeones 10;M+ Liga de Campeones 10;M+ Liga de Campeones 10;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=acd1991f35379b01cb09b6a7cc4390c34c6e2bf9;1
91;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 11 FHD --> NEW ERA;L Campeones 11;M+ Liga de Campeones 11;M+ Liga de Campeones 11;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=d8550602603193bfa75bf61587dbbb9b3a9a00c7;1
92;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 12 FHD --> NEW ERA;L Campeones 12;M+ Liga de Campeones 12;M+ Liga de Campeones 12;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=d697e4effe3525a0bc64a5c141d766e9ee6c11a3;1
93;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 13 FHD --> NEW ERA;L Campeones 13;M+ Liga de Campeones 13;M+ Liga de Campeones 13;LIGA DE CAMPEONES;LIGA CAMPEONES;1;http://127.0.0.1:6878/ace/getstream?id=43515b0f66e642bfcd800298006911658e208b49;1
94;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 14 SD --> NEW ERA;L Campeones 14;M+ Liga de Campeones 14;M+ Liga de Campeones 14;LIGA DE CAMPEONES;LIGA CAMPEONES;0;http://127.0.0.1:6878/ace/getstream?id=f3ad05b2a9a94251ef07682019728ff55ad35922;1
95;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 15 SD --> NEW ERA;L Campeones 15;M+ Liga de Campeones 15;M+ Liga de Campeones 15;LIGA DE CAMPEONES;LIGA CAMPEONES;0;http://127.0.0.1:6878/ace/getstream?id=e0928b70e63fe0484bf9aeb6de6086ef44efff08;1
96;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 16 SD --> NEW ERA;L Campeones 16;M+ Liga de Campeones 16;M+ Liga de Campeones 16;LIGA DE CAMPEONES;LIGA CAMPEONES;0;http://127.0.0.1:6878/ace/getstream?id=ce59b6b3640ab5af081d7629cf31bd0efd98561a;1
97;2025-03-17 12:18:44.906;M+ LIGA DE CAMPEONES 17 SD --> NEW ERA;L Campeones 17;M+ Liga de Campeones 17;M+ Liga de Campeones 17;LIGA DE CAMPEONES;LIGA CAMPEONES;0;http://127.0.0.1:6878/ace/getstream?id=d7b25d4babb6cfa64ce92f9c35b9c3dadee0b5c3;1
98;2025-03-17 12:18:44.906;M+ SUPER COPA (SAT) --> NEW ERA;M+ Copa del Rey;M+ Copa del Rey;M+ Copa del Rey;COPA DEL REY;M+ COPA;0;http://127.0.0.1:6878/ace/getstream?id=20d44589bc1e51ffb60d2cd98fb24019c6736772;1
99;2025-03-17 12:18:44.906;M+ SUPER COPA --> NEW ERA;M+ Copa del Rey;M+ Copa del Rey;M+ Copa del Rey;COPA DEL REY;M+ COPA;0;http://127.0.0.1:6878/ace/getstream?id=c0d688a5045c5446c35f802a567ac3f0fa72b4b6;1
100;2025-03-17 12:18:44.906;M+ SUPERCOPA DEL REY FHD --> NEW ERA;M+ Copa del Rey;M+ Copa del Rey;M+ Copa del Rey;COPA DEL REY;M+ COPA;1;http://127.0.0.1:6878/ace/getstream?id=2dcc9fa21935872130029206395a12cd10533a75;1
101;2025-03-17 12:18:44.906;DAZN F1 FHD --> NEW ERA;;DAZN F1 HD;;FORMULA 1;;1;http://127.0.0.1:6878/ace/getstream?id=5d8613b5fde87f366bb5e41ac8011007a4c6bd3c;0
102;2025-03-17 12:18:44.906;DAZN 1 FHD --> NEW ERA;DAZN 1;DAZN 1 HD;DAZN 1 HD;DAZN;DAZN;1;http://127.0.0.1:6878/ace/getstream?id=d5446f3cc8e42ba965fd9f1c73b1e2ac3921a6ab;1
103;2025-03-17 12:18:44.906;DAZN 2 FHD --> NEW ERA;DAZN 2;DAZN 2 HD;DAZN 2 HD;DAZN;DAZN;1;http://127.0.0.1:6878/ace/getstream?id=ddb69a119ab5faf7eeec3cef77e3d591a8242816;1
104;2025-03-17 12:18:44.906;DAZN 3 FHD --> NEW ERA;DAZN 3;DAZN 3 HD;DAZN 3 HD;DAZN;DAZN;1;http://127.0.0.1:6878/ace/getstream?id=c34a6552886fad4627ea36947fdec3e46e4e3b08;1
