acestream_id,tvg-id,nombre_supuesto,grupo,calidad
5ba9368d80d2f87ac1c6d71df4e7e6e26e6911f2,M+ Liga de Campeones 4,LIGA DE CAMPEONES 4,LIGA DE CAMPEONES,HD
e9f4493d2d851f4636720f639113e05b4a21a74c,M+ Liga de Campeones 4,LIGA DE CAMPEONES 4,LIGA DE CAMPEONES,HD
64f01629d4a19e70efd9e6778c397282ba087547,M+ Liga de Campeones 4,LIGA DE CAMPEONES 4,LIGA DE CAMPEONES,HD
