acestream_id,nombre_e,nombre_ne,tvg-id_e,tvg-id_ne,nombre_supuesto,grupo_e,grupo_ne,calidad,lista_negra,canal_real
2b5129adc57d43790634d796fe3468b9fd061259,,LIGA DE CAMPEONES 3 FHD 1259 --> NEW ERA VI,,M+ Liga de Campeones 3 HD,LIGA DE CAMPEONES 3,,LIGA DE CAMPEONES,FHD,yes,
6fbab1d8d6bf93c4bc7552714aa3bb54ebf7b661,,LIGA DE CAMPEONES 4 b661 --> SPORT TV,,M+ Liga de Campeones 4,LIGA DE CAMPEONES 4,,LIGA DE CAMPEONES,HD,no,
77998f8161373611ff6b348e7eda5b4e97d3ec29,,LIGA DE CAMPEONES 4 FHD ec29 --> NEW ERA,,M+ Liga de Campeones 4,LIGA DE CAMPEONES 4,,LIGA DE CAMPEONES,FHD,no,
cb6410a6355a645cfc6f6f5a7c7d71298fcbc2c5,,LIGA DE CAMPEONES 5 FHD c2c5 --> NEW ERA,,M+ Liga de Campeones 5,LIGA DE CAMPEONES 5,,LIGA DE CAMPEONES,FHD,no,
85421919c34bb222ec6363f66c1eb88e999d4ff3,,LIGA DE CAMPEONES 6 FHD 4ff3 --> NEW ERA,,M+ Liga de Campeones 6,LIGA DE CAMPEONES 6,,LIGA DE CAMPEONES,FHD,no,
976983697790ab8a07b764b08843529d38bc6444,,LIGA DE CAMPEONES 6 FHD 6444 --> NEW ERA,,M+ Liga de Campeones 6,LIGA DE CAMPEONES 6,,LIGA DE CAMPEONES,FHD,no,
0b48cd93de3c714e36961a93805798307a5608ac,,Fox Sports 2 ARG HD 08ac --> NEW ERA,,Unknown,FOX SPORTS 2 ARG,,LIGA ENDESA,HD,no,
3bdf355aeaac39d20e368ebb2ed72b9f71bf9090,,Fox Sports 2 COL HD 9090 --> NEW ERA,,Unknown,FOX SPORTS 2 COL,,LIGA ENDESA,HD,no,
35e17cc84abc5e393b5acd688536a9681105f2d5,,CANAL MOTOR f2d5 --> NEW LOOP,,Unknown,CANAL MOTOR,,MOTOR,HD,no,
442aeb6643b8836f9d00361c9e48eeb0841ddf98,,MOTORS TV HD df98 --> NEW LOOP,,Unknown,MOTORS TV,,MOTOR,HD,no,
9c75e6ed0671eec6670cb2eabcc7d78267c7f404,,MOTORVISION f404 --> NEW LOOP,,Motorvision tv,MOTORVISION,,MOTOR,HD,no,
651dd1e689a9a7d3b0695191dcf44b4d6e7541eb,,RALLY TV FHD 41eb --> NEW ERA,,DE | Rally TV,RALLY TV,,MOTOR,FHD,no,
8e96e35afd910d1a056dc7bf25139b8e2849b2ea,,RALLY TV b2ea --> NEW ERA III,,DE | Rally TV,RALLY TV,,MOTOR,HD,no,
b8b8c4470d3d27c75302cf49ab6c4b52a660bff3,,RETROVISION MOTOR bff3 --> NEW LOOP,,Unknown,RETROVISION MOTOR,,MOTOR,HD,no,
55ff9ee631af351f365f51cf3601695bf1fd20f3,,AMC HD 20f3 --> NEW ERA,,AMC HD,AMC,,MOVISTAR,HD,no,
96f092e1fa99062f6da14cae230b877ad3ed849b,,CANAL COCINA FHD 849b --> NEW ERA,,Canal Cocina,CANAL COCINA,,MOVISTAR,FHD,no,
277a6fb47189db801c5b7b05ad89c690571f3e9c,,CAZA Y PESCA FHD HD 3e9c --> NEW ERA III,,Caza y Pesca HD,CAZA Y PESCA,,MOVISTAR,FHD,no,
8b9e46eb3a9b4ef23b7d3d86c73a0851580f8caa,,CAZA Y PESCA FHD HD 8caa --> NEW ERA,,Caza y Pesca HD,CAZA Y PESCA,,MOVISTAR,FHD,no,
25465ea2deba65c623b7659136abf6fcc9f5dc20,,DARK HD dc20 --> NEW ERA III,,DARK,DARK,,MOVISTAR,HD,no,
155d742120310a0ca80b0c8833d94979aa7f0b08,,DECASA FHD 0b08 --> NEW ERA,,Decasa,DECASA,,MOVISTAR,FHD,no,
670519ffe8db1e20d0c753d4f756c009e71173d8,,DISCOVERY CHANNEL HD 73d8 --> NEW ERA,,Discovery,DISCOVERY CHANNEL,,MOVISTAR,HD,no,
102bcb79ca391e37ac1fc9ee77dc53440d0a59ce,,MOVISTAR ACCION FHD 59ce --> NEW ERA,,M+ Acción HD,MOVISTAR ACCION,,MOVISTAR,FHD,no,
089673779de9fa7a18ac8dc26eb4a79cf5a86f96,,MOVISTAR ACCION FHD 6f96 --> NEW ERA VI,,M+ Acción HD,MOVISTAR ACCION,,MOVISTAR,FHD,no,
e4bce95dd4faeb9cb09ade36a0636bc4b22b691c,,MOVISTAR CINE ESPAÑOL FHD 691c --> NEW ERA VI,,M+ Cine Español,MOVISTAR CINE ESPAÑOL,,MOVISTAR,FHD,no,
6462c8f65fcaa6e4fc874fef8d1e45bb7a7e6bae,,MOVISTAR CLASICOS FHD 6bae --> NEW ERA VI,,M+ Clásicos HD,MOVISTAR CLASICOS,,MOVISTAR,FHD,no,
cf0cb321eed6765c2eadbd9983570f6674ce5df6,,MOVISTAR COMEDIA FHD 5df6 --> NEW ERA VI,,M+ Comedia HD,MOVISTAR COMEDIA,,MOVISTAR,FHD,no,
b3fc9b5647c5933b101c0b6b64322590c68587b9,,MOVISTAR DOCUMENTALES FHD 87b9 --> NEW ERA VI,,M+ Documentales HD,MOVISTAR DOCUMENTALES,,MOVISTAR,FHD,no,
a6de6a4977d7801bbddc9c7739d822f4beb358ae,,MOVISTAR DRAMA FHD 58ae --> NEW ERA VI,,M+ Drama HD,MOVISTAR DRAMA,,MOVISTAR,FHD,no,
192f2ac5b372dfddef694e48edd2d56e308b51e7,,MOVISTAR ESTRENOS FHD 51e7 --> NEW ERA,,M+ Estrenos HD,MOVISTAR ESTRENOS,,MOVISTAR,FHD,no,
5d35f906b735f25164fa2b9b7a4e6ef91dfed131,,MOVISTAR ESTRENOS FHD d131 --> NEW ERA VI,,M+ Estrenos HD,MOVISTAR ESTRENOS,,MOVISTAR,FHD,no,
50553edb5e8c54d15e0d43161369b3b4cef95065,,MOVISTAR HITS FHD 5065 --> NEW ERA VI,,M+ Hits HD,MOVISTAR HITS,,MOVISTAR,FHD,no,
7716c9fd5bd4413715e4e26f97efb91802f6ee80,,MOVISTAR INDIE FHD ee80 --> NEW ERA VI,,M+ Indie HD,MOVISTAR INDIE,,MOVISTAR,FHD,no,
096b817fcc836535f608facb15fca6408fae3162,,MOVISTAR ORIGINALES FHD 3162 --> NEW ERA VI,,M+ Originales HD,MOVISTAR ORIGINALES,,MOVISTAR,FHD,no,
b6ffbbc72a5b6b579faf79ebac229af7a25b933b,,MOVISTAR PLUS FHD 933b --> NEW ERA,,Movistar Plus+ HD,MOVISTAR PLUS,,MOVISTAR,FHD,no,
199190e3f28c1de0be34bccf0d3568dc65209b99,,MOVISTAR PLUS FHD 9b99 --> NEW ERA VI,,Movistar Plus+ HD,MOVISTAR PLUS,,MOVISTAR,FHD,no,
5866e83279307bf919068ae7a0d250e4e424e464,,MOVISTAR PLUS FHD e464 --> NEW ERA VI,,Movistar Plus+ HD,MOVISTAR PLUS,,MOVISTAR,FHD,no,
e19c1fc5e3ada56c60d45257f7f4ed0d14bf7003,,MOVISTAR PLUS 2 FHD 7003 --> NEW ERA VI,,Movistar Plus+ 2 HD,MOVISTAR PLUS 2,,MOVISTAR,FHD,no,
fbc39d8a9e5d7c9ac6a1438d440104620f54e09c,,MOVISTAR PLUS 2 FHD e09c --> NEW ERA,,Movistar Plus+ 2 HD,MOVISTAR PLUS 2,,MOVISTAR,FHD,no,
cd0188292b6b3876ff66c99bd3d25eab88b41079,,ONETORO FHD 1079 --> NEW ERA,,Onetoro,ONETORO,,MOVISTAR,FHD,no,
877eceeaf9f3bd9b392359323d03d0ac3bb27312,,ONETORO FHD 7312 --> NEW ERA III,,Onetoro,ONETORO,,MOVISTAR,FHD,no,
19cab799c86251ae8ae5f4b4faace9b78d784abc,,Ten TV FHD 4abc --> NEW ERA,,Ten,TEN TV,,MOVISTAR,FHD,no,
d48b299bbcd811cfd14159224bf5012a305021c1,,TVG EUROPA HD 21c1 --> NEW ERA,,TVG Europa HD,TVG EUROPA,,MOVISTAR,HD,no,
ef9dcc4eaac36a0f608b52a31f8ab237859e071a,,MOVISTAR DEPORTES FHD 071a --> NEW ERA,,M+ Deportes HD,MOVISTAR DEPORTES,,MOVISTAR DEPORTES,FHD,yes,
3692ea4cdda97eb0062ed5d656ebd61f149ebd0b,,MOVISTAR DEPORTES FHD bd0b --> NEW ERA VI,,M+ Deportes HD,MOVISTAR DEPORTES,,MOVISTAR DEPORTES,FHD,no,
5d3f582738467aaf213e408601aca5cc13fa9359,,MOVISTAR DEPORTES FHD 9359 --> NEW ERA VI,,M+ Deportes HD,MOVISTAR DEPORTES,,MOVISTAR DEPORTES,FHD,no,
f828a32d8ea03a3cabd3ce3ebecb249ec111c7e5,,MOVISTAR DEPORTES FHD c7e5 --> NEW ERA,,M+ Deportes HD,MOVISTAR DEPORTES,,MOVISTAR DEPORTES,FHD,no,
3afe1af18f8ff78e9946856911b00c67477052b5,,MOVISTAR DEPORTES 2 HD 52b5 --> SPORT TV,,M+ Deportes 2 HD,MOVISTAR DEPORTES 2,,MOVISTAR DEPORTES,HD,no,
73d38feaa770d788848ec098470e32670fe55a61,,MOVISTAR DEPORTES 2 FHD 5a61 --> NEW ERA VI,,M+ Deportes 2 HD,MOVISTAR DEPORTES 2,,MOVISTAR DEPORTES,FHD,no,
39fefdecfc953dcf6e7c589739bf486c2e605ed0,,MOVISTAR DEPORTES 3 HD 5ed0 --> SPORT TV,,M+ Deportes 3,MOVISTAR DEPORTES 3,,MOVISTAR DEPORTES,HD,no,
29d786d72d4b53dbc333af3a50f8fb021aa0296f,,MOVISTAR DEPORTES 3 FHD 296f --> NEW ERA VI,,M+ Deportes 3,MOVISTAR DEPORTES 3,,MOVISTAR DEPORTES,FHD,yes,
37825883ed185365e3194a79207347f6c7bd5ba5,,MOVISTAR DEPORTES 4 FHD 5ba5 --> NEW ERA VI,,M+ Deportes 4,MOVISTAR DEPORTES 4,,MOVISTAR DEPORTES,FHD,yes,
8b5f9d967384afab226dd759e6e9dfaee9993869,,MOVISTAR DEPORTES 4 HD 3869 --> SPORT TV,,M+ Deportes 4,MOVISTAR DEPORTES 4,,MOVISTAR DEPORTES,HD,no,
5913205fb6d6d162a50222709aab6129eb7cf916,,MOVISTAR DEPORTES 5 FHD f916 --> NEW ERA,,M+ Deportes 5,MOVISTAR DEPORTES 5,,MOVISTAR DEPORTES,FHD,no,
3230cdca852a10325222e3c546e499e31d547a90,,MOVISTAR DEPORTES 5 HD 7a90 --> SPORT TV,,M+ Deportes 5,MOVISTAR DEPORTES 5,,MOVISTAR DEPORTES,HD,no,
6dc4ac4eeae18e9daec433b01db82435cf84c57c,,MOVISTAR DEPORTES 5 FHD c57c --> NEW ERA VI,,M+ Deportes 5,MOVISTAR DEPORTES 5,,MOVISTAR DEPORTES,FHD,no,
8f982a0d6e3196c12d0034142b65008321150f7c,,MOVISTAR DEPORTES 6 HD 0f7c --> SPORT TV,,M+ Deportes 6,MOVISTAR DEPORTES 6,,MOVISTAR DEPORTES,HD,no,
594b59d435527327c9b6965f247995b907bfc285,,MOVISTAR ELLAS FHD c285 --> NEW ERA VI,,M+ Ellas Vamos HD,MOVISTAR ELLAS,,MOVISTAR DEPORTES,FHD,no,
b2ee974d9cd40f2f251656cf5cb9a7a93ed05e97,,MOVISTAR ELLAS 5e97 --> ELCANO,,M+ Ellas Vamos HD,MOVISTAR ELLAS,,MOVISTAR DEPORTES,HD,no,
9b84af74b2fa3690c519199326fc2f181b025cdd,,MOVISTAR ELLAS FHD 5cdd --> NEW ERA,,M+ Ellas Vamos HD,MOVISTAR ELLAS,,MOVISTAR DEPORTES,FHD,no,
9ed46050217ee6ed8236a64b72d7992f7b3b37f2,,MOVISTAR GOLF FHD 37f2 --> NEW ERA VI,,M+ Golf HD,MOVISTAR GOLF,,MOVISTAR DEPORTES,FHD,no,
872608e734992db636eb79426802cd08f4029afb,,MOVISTAR GOLF HD 9afb --> SPORT TV,,M+ Golf HD,MOVISTAR GOLF,,MOVISTAR DEPORTES,HD,no,
8546cff89e4ee8bf3ad31cf6457c3bc2c4341031,,MOVISTAR GOLF FHD 1031 --> NEW ERA,,M+ Golf HD,MOVISTAR GOLF,,MOVISTAR DEPORTES,FHD,no,
96e82321c731e41768a806992ee4d3b9b7a0e7d7,,MOVISTAR GOLF 2 FHD e7d7 --> NEW ERA,,M+ Golf 2 HD,MOVISTAR GOLF 2,,MOVISTAR DEPORTES,FHD,no,
4e99e755aa32c4bc043a4bb1cd1de35f9bd94dde,,MOVISTAR VAMOS FHD 4dde --> NEW ERA VI,,M+ Vamos HD,MOVISTAR VAMOS,,MOVISTAR DEPORTES,FHD,no,
2940120bf034db79a7f5849846ccea0255172eae,,MOVISTAR VAMOS FHD 2eae --> NEW ERA,,M+ Vamos HD,MOVISTAR VAMOS,,MOVISTAR DEPORTES,FHD,no,
651d6be899d1fafa107a265a9dc00ff914c1b548,,MOVISTAR VAMOS FHD b548 --> NEW ERA,,M+ Vamos HD,MOVISTAR VAMOS,,MOVISTAR DEPORTES,FHD,no,
476b6f6583517bd75c15c4663bf45fab7c8da9cf,M+ Vamos 1080p **,MOVISTAR VAMOS a9cf --> ELCANO,M+ Vamos HD,M+ Vamos HD,MOVISTAR VAMOS,MOVISTAR DEPORTES,MOVISTAR DEPORTES,FHD,no,
a5f2161b0cabe910dc866b5abc6efe5d8f41fd7f,,DAZN BALONCESTO FHD fd7f --> NEW ERA VI,,Unknown,DAZN BALONCESTO,,OTROS,FHD,no,
217e5f172d4c704c5eec739fed672a53521e8f98,,DAZN BALONCESTO 1 FHD 8f98 --> NEW ERA,,Unknown,DAZN BALONCESTO 1,,OTROS,FHD,no,
965b249321adbf3a1459f94c17f624022889fb8d,,DAZN BALONCESTO 2 FHD fb8d --> NEW ERA,,Unknown,DAZN BALONCESTO 2,,OTROS,FHD,no,
74e78be7e8aa0cfb4ff4cada0eff0fc74bfdbd68,,ESSPN 2 USA HD bd68 --> NEW ERA,,Unknown,ESSPN 2 USA,,OTROS,HD,no,
648b6c7d1b1800b6d224f22e26694f4d59ad217d,,ESSPN MX SD 217d --> NEW ERA,,Unknown,ESSPN MX,,OTROS,HD,no,
fbc9b6650b886ba0b25c0b9468b625aa6d4a2042,,ESSPN MX 3 HD 2042 --> NEW ERA,,Unknown,ESSPN MX 3,,OTROS,HD,no,
93953cc10405f53e1d4ea2c30f1aad25e28a59f0,,ESSPN MX 4 SD 59f0 --> NEW ERA,,Unknown,ESSPN MX 4,,OTROS,HD,no,
501141c649a2b78c4965cbf3257224181cc55072,,Magenta Sport 1 HD (DE) 5072 --> SPORT TV,,Unknown,MAGENTA SPORT 1 (DE),,OTROS,HD,no,
6058a4c0f2569bd81c687aa7dfb48b8a9569fb29,,Magenta Sport 10 HD (DE) fb29 --> SPORT TV,,Unknown,MAGENTA SPORT 10 (DE),,OTROS,HD,no,
c21316ad4b7f44eaf6fcfb2c245c46de8b746cc6,,Magenta Sport 11 HD (DE) 6cc6 --> SPORT TV,,Unknown,MAGENTA SPORT 11 (DE),,OTROS,HD,no,
ab0d54995bdcea2d8f9f588ef631ebbfb3f5a9ab,,Magenta Sport 2 HD (DE) a9ab --> SPORT TV,,Unknown,MAGENTA SPORT 2 (DE),,OTROS,HD,no,
d0ca51f6145514ee605c2ef5d5a137e2a08c95b8,,Magenta Sport 3 HD (DE) 95b8 --> SPORT TV,,Unknown,MAGENTA SPORT 3 (DE),,OTROS,HD,no,
1fb794b1503c5955b75ea0106ee6360b80d78849,,Magenta Sport 4 HD (DE) 8849 --> SPORT TV,,Unknown,MAGENTA SPORT 4 (DE),,OTROS,HD,no,
428b92f3c71cd3cbf66ef6193808b39d16a52730,,Magenta Sport 5 HD (DE) 2730 --> SPORT TV,,Unknown,MAGENTA SPORT 5 (DE),,OTROS,HD,no,
14317c55fadc80ef2b7fb42b3d53e8ccb3b52cd8,,Magenta Sport 6 HD (DE) 2cd8 --> SPORT TV,,Unknown,MAGENTA SPORT 6 (DE),,OTROS,HD,no,
ac839cda9709255c21a98af455731f037e77a9e4,,Magenta Sport 7 HD (DE) a9e4 --> SPORT TV,,Unknown,MAGENTA SPORT 7 (DE),,OTROS,HD,no,
11c5823d4196a90b509f03df1fe78e13cfbbb175,,Magenta Sport 8 HD (DE) b175 --> SPORT TV,,Unknown,MAGENTA SPORT 8 (DE),,OTROS,HD,no,
86495fe134ff065d5217497babe6be33f81d37d1,,Magenta Sport 9 HD (DE) 37d1 --> SPORT TV,,Unknown,MAGENTA SPORT 9 (DE),,OTROS,HD,no,
aa6faf8d1fca70d1e79ca0a6647ac15fcecea2f6,,MIXED TV 2 (solo eventos) a2f6 --> NEW ERA III,,Unknown,MIXED TV 2 (SOLO EVENTOS),,OTROS,HD,no,
f183cf6c5336e109f0572ffe0b471f0f79d19cf7,,MIXED+ (solo eventos) 9cf7 --> NEW ERA III,,Unknown,MIXED+ (SOLO EVENTOS),,OTROS,HD,no,
4bfeb0516c44c4f0e3502e3f1ca1035d39ddf9c2,,MOVISTAR EN JUEGO FHD f9c2 --> NEW ERA VI,,Unknown,MOVISTAR EN JUEGO,,OTROS,FHD,no,
cf99e99c105162410ec6d1f68cc6f4811560fee7,,MOVISTAR NAVIDAD FHD fee7 --> NEW ERA VI,,Unknown,MOVISTAR NAVIDAD,,OTROS,FHD,no,
21be4fe2052fc66456b4f233428bb40a681bf863,,NFL RED ZONE SD f863 --> NEW ERA,,Unknown,NFL RED ZONE,,OTROS,HD,no,
5a71a114fdf460fc90f88b959f83625b964a5d62,,NFL USA SD 5d62 --> NEW ERA,,Unknown,NFL USA,,OTROS,HD,no,
ffa09e597804001f634dd1829f031823411a2595,,Pluto TV Auto Motor Sport (720p) 2595 --> NEW LOOP,,Unknown,PLUTO TV AUTO MOTOR SPORT (),,OTROS,HD,no,
a7319ebd54cb1db9a9db1574929ca8d305a323d3,,RTL+ SPORT EVENT 1 (DE) 23d3 --> SPORT TV,,Unknown,RTL+ SPORT EVENT 1 (DE),,OTROS,HD,no,
e6cce13cb4005ec3c7d77db47865385927a7ab7e,,RTL+ SPORT EVENT 10 (DE) ab7e --> SPORT TV,,Unknown,RTL+ SPORT EVENT 10 (DE),,OTROS,HD,no,
e360a96fb4bbe1cb8a7862a6514c4c284eeec466,,RTL+ SPORT EVENT 2 (DE) c466 --> SPORT TV,,Unknown,RTL+ SPORT EVENT 2 (DE),,OTROS,HD,no,
8b3c5f9ec938c3d3950bc4c989428d266bd4bd5b,,RTL+ SPORT EVENT 3 (DE) bd5b --> SPORT TV,,Unknown,RTL+ SPORT EVENT 3 (DE),,OTROS,HD,no,
784da1ced871f6d3f6bf25f29664bfd39f6130a6,,RTL+ SPORT EVENT 4 (DE) 30a6 --> SPORT TV,,Unknown,RTL+ SPORT EVENT 4 (DE),,OTROS,HD,no,
81284e9a279ee23cbc4a7400bd9531f127d20fe5,,RTL+ SPORT EVENT 5 (DE) 0fe5 --> SPORT TV,,Unknown,RTL+ SPORT EVENT 5 (DE),,OTROS,HD,no,
c065ab169f75ced1d34fbcab6b84a5fa4ca73e30,,RTL+ SPORT EVENT 6 (DE) 3e30 --> SPORT TV,,Unknown,RTL+ SPORT EVENT 6 (DE),,OTROS,HD,no,
eec3f8107e008cec3679f76e078deeefd1348a3e,,RTL+ SPORT EVENT 7 (DE) 8a3e --> SPORT TV,,Unknown,RTL+ SPORT EVENT 7 (DE),,OTROS,HD,no,
ce4ae0c3491acd4272340029139ba25642e2516b,,RTL+ SPORT EVENT 8 (DE) 516b --> SPORT TV,,Unknown,RTL+ SPORT EVENT 8 (DE),,OTROS,HD,no,
a435581e6cba56972e48cf4519d1b2af735eec2f,,RTL+ SPORT EVENT 9 (DE) ec2f --> SPORT TV,,Unknown,RTL+ SPORT EVENT 9 (DE),,OTROS,HD,no,
42fe2ce3ef6b92653a74d85b6e98c2ba0abee707,,Setanta Live 1 (RU) e707 --> SPORT TV,,Unknown,SETANTA LIVE 1,,OTROS,HD,no,
f6d68cfa8694f814983f2a5757f4e0c4964b880c,,Setanta Live 2 (RU) 880c --> SPORT TV,,Unknown,SETANTA LIVE 2,,OTROS,HD,no,
dec96c86080c26ddf667ea90adfb513a40007a0b,,VIASAT SPORT HD (RU) 7a0b --> SPORT TV,,Unknown,VIASAT SPORT,,OTROS,HD,no,
1acaf203502983cd2993c6835bf0cbde8d016c3d,,Бокс ТВ (RU) 6c3d --> SPORT TV,,Unknown,БОКС ТВ,,OTROS,HD,no,
96951e5de62a3e7095a1ed8a191817c8935e7017,,Конный мир HD (RU) 7017 --> SPORT TV,,Unknown,КОННЫЙ МИР,,OTROS,HD,no,
dcda9de85f7d662c5c3c2efd74eca0fb5c6aab3b,,КХЛ HD (RU) ab3b --> SPORT TV,,Unknown,КХЛ,,OTROS,HD,no,
aa6c193b9de1e6b6277e3075299fdeea925e2dc0,,КХЛ ТВ (RU) 2dc0 --> SPORT TV,,Unknown,КХЛ ТВ,,OTROS,HD,no,
822654b2c0db24d1de149cb21fdd44a3b968fbfa,,Матч! Боец (RU) fbfa --> SPORT TV,,Unknown,МАТЧ! БОЕЦ,,OTROS,HD,no,
762e1d11f7d07029f316c6f61b8ef73289c6673c,,Матч! Игра HD (RU) 673c --> SPORT TV,,Unknown,МАТЧ! ИГРА,,OTROS,HD,no,
106c8656fca0ca91a696110467788d202d7111af,,МАТЧ! Планета (RU) 11af --> SPORT TV,,Unknown,МАТЧ! ПЛАНЕТА,,OTROS,HD,no,
4b7c5f21b435d79c823e47572655a9c157a3ba12,,Матч! Премьер HD (RU) ba12 --> SPORT TV,,Unknown,МАТЧ! ПРЕМЬЕР,,OTROS,HD,no,
ef9c77bd94783448b8edb552109f5f15b2bd82d1,,Матч! Страна (RU) 82d1 --> SPORT TV,,Unknown,МАТЧ! СТРАНА,,OTROS,HD,no,
a203f6b935a8ad8659c4c76c1d9c13afa6368ef2,,Матч! ТВ HD (RU) 8ef2 --> SPORT TV,,Unknown,МАТЧ! ТВ,,OTROS,HD,no,
b28db77c5084da7993395d77df96c30bb134f0a9,,Матч! Футбол 1 ( original ) (RU) f0a9 --> SPORT TV,,Unknown,МАТЧ! ФУТБОЛ 1,,OTROS,HD,no,
ffbf8c687c788d9a1a7c651e24802ee773ff3f04,,Матч! Футбол 2 ( original ) (RU) 3f04 --> SPORT TV,,Unknown,МАТЧ! ФУТБОЛ 2,,OTROS,HD,no,
b6baa046075d82da300fc1b16de96067a8b9540e,,Матч! Футбол 3 ( original ) (RU) 540e --> SPORT TV,,Unknown,МАТЧ! ФУТБОЛ 3,,OTROS,HD,no,
c4acde347445b0a07a9e8695b4254bee2b2df570,,Мир Баскетбола (RU) f570 --> SPORT TV,,Unknown,МИР БАСКЕТБОЛА,,OTROS,HD,no,
ed63659df12baa6febbe70f4125b6527aa1ae413,,Русский Экстрим (RU) e413 --> SPORT TV,,Unknown,РУССКИЙ ЭКСТРИМ,,OTROS,HD,no,
8410d89a5767b250cd752381672aeb5fbe2240d3,,Спортивный (RU) 40d3 --> SPORT TV,,Unknown,СПОРТИВНЫЙ,,OTROS,HD,no,
4b129146077c1e357e4ab341448b9fb629f939dc,,Старт (RU) 39dc --> SPORT TV,,Unknown,СТАРТ,,OTROS,HD,no,
ee5cd7316e917f156bf8d176a11da98fe403b0b2,,Точка отрыва (RU) b0b2 --> SPORT TV,,Unknown,ТОЧКА ОТРЫВА,,OTROS,HD,no,
fce354f24fe26ca527e2c38b14eb7b0c81f756dd,,Футбол HD (RU) 56dd --> SPORT TV,,Unknown,ФУТБОЛ,,OTROS,HD,no,
92f8939c7bff6bcb7e6da39379bb3d7a6a76693f,,Футбольный HD (RU) 693f --> SPORT TV,,Unknown,ФУТБОЛЬНЫЙ,,OTROS,HD,no,
99f0646986e9266836dd79047dedecb04e243857,,Хоккейный HD (RU) 3857 --> SPORT TV,,Unknown,ХОККЕЙНЫЙ,,OTROS,HD,no,
48bee10b883f17c7186d60f1e8022dca0ba41a05,,beIN SPORTS HD 2 (TR) 1a05 --> SPORT TV,,TR | beIN SPORTS 2,BEIN SPORTS 2 (TR),,SPORT TV,HD,no,
ed81c333815247536edfcdb2755147e8c4144d62,,beIN SPORTS HD 3 (TR) 4d62 --> SPORT TV,,TR | beIN SPORTS 3,BEIN SPORTS 3 (TR),,SPORT TV,HD,no,
7683cd0cbacf55fa8b39c363219ffba1bc47cf9d,,beIN SPORTS HD 4 (TR) cf9d --> SPORT TV,,TR | beIN SPORTS 4,BEIN SPORTS 4 (TR),,SPORT TV,HD,no,
47c1b3a68d03bd190fed521d144ad08fa0f195f3,,beIN SPORTS HABER (TR) 95f3 --> SPORT TV,,Unknown,BEIN SPORTS HABER (TR),,SPORT TV,HD,no,
039fae21c9e7e5214d3d898cba80863e37e623ac,,Canal de Tenis HD (ES) 23ac --> SPORT TV,,Tennis Channel,CANAL DE TENIS,,SPORT TV,HD,no,
cc7b8c39f70aa342248d02c8ab55bafdb4116ed7,,CANAL+ Sport (PL) 6ed7 --> SPORT TV,,Unknown,CANAL+ SPORT (PL),,SPORT TV,HD,no,
6390b1ab967a25777ea2dde1d41b7400cc0601d3,,CANAL+ Sport 2 (PL) HD 01d3 --> SPORT TV,,Unknown,CANAL+ SPORT 2 (PL),,SPORT TV,HD,no,
3e87464ed8c42ed14464461ea08860a3040a8944,,CANAL+ Sport 3 (PL) 8944 --> SPORT TV,,Unknown,CANAL+ SPORT 3 (PL),,SPORT TV,HD,no,
04448c3ca0b7518819491e468adbabc8a2551bd7,,CANAL+ Sport 4 (PL) 1bd7 --> SPORT TV,,Unknown,CANAL+ SPORT 4 (PL),,SPORT TV,HD,no,
314eb626864faf52e01624361bd6906b5406127f,,Eurosport (PL) 127f --> SPORT TV,,Unknown,EUROSPORT (PL),,SPORT TV,HD,no,
1b0bc4d4dcd609d3c092712e721392b199f50a62,,Eurosport 1 HD (RU) 0a62 --> SPORT TV,,Unknown,EUROSPORT 1,,SPORT TV,HD,no,
b8cad4710b1c3b2b84a82c1ece40c08517b8f766,,Eurosport 1 HD (DE) f766 --> SPORT TV,,Unknown,EUROSPORT 1 (DE),,SPORT TV,HD,no,
22df9a5fae8cae52fec925c2bb44b74f96a4200c,,Eurosport360 HD 1 (DE) 200c --> SPORT TV,,Unknown,EUROSPORT360 1 (DE),,SPORT TV,HD,no,
57f95543ac41656d473b1a27123fc413388a728c,,Eurosport360 HD 2 (DE) 728c --> SPORT TV,,Unknown,EUROSPORT360 2 (DE),,SPORT TV,HD,no,
7adbca42657ace1fe228142d351d0896974bbe0c,,Eurosport360 HD 3 (DE) be0c --> SPORT TV,,Unknown,EUROSPORT360 3 (DE),,SPORT TV,HD,no,
1b6b6c0ddc0534236b3bae78f41d2bc27cd11f64,,Eurosport360 HD 4 (DE) 1f64 --> SPORT TV,,Unknown,EUROSPORT360 4 (DE),,SPORT TV,HD,no,
148921c4dda96df445e253d6f26c4d092bf85809,,Eurosport360 HD 5 (DE) 5809 --> SPORT TV,,Unknown,EUROSPORT360 5 (DE),,SPORT TV,HD,no,
005ac522315699bd93bbf743329eb2f3c347dc3f,,Eurosport360 HD 6  (DE) dc3f --> SPORT TV,,Unknown,EUROSPORT360 6 (DE),,SPORT TV,HD,no,
b18657f64507cc859cd7edef1aef90feb053e791,,Eurosport360 HD 7  (DE) e791 --> SPORT TV,,Unknown,EUROSPORT360 7 (DE),,SPORT TV,HD,no,
8f4f572005ca2557743474087aa622693ba9b5fe,,Eurosport360 HD 8  (DE) b5fe --> SPORT TV,,Unknown,EUROSPORT360 8 (DE),,SPORT TV,HD,no,
73ff07648e367efebd94636047b07625f664a082,,Extreme Sports (PL) a082 --> SPORT TV,,Unknown,EXTREME SPORTS (PL),,SPORT TV,HD,no,
