acestream_id,dial_M,tvg_id,fecha,hora,evento,competición,nombre_canal,canal_agenda,canal_agenda_real,calidad,lista_negra
3afe1af18f8ff78e9946856911b00c67477052b5,64,M+ Deportes 2 HD,2026-02-08,00:00,00:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
73d38feaa770d788848ec098470e32670fe55a61,64,M+ Deportes 2 HD,2026-02-08,00:00,00:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
acb510858f34c3c6fd5f79395b031abd6885c2b3,64,M+ Deportes 2 HD,2026-02-08,00:00,00:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,yes
3774d8feab016ca766b35ea8488e7514ca30e0ee,64,M+ Deportes 2 HD,2026-02-08,00:00,00:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
6b15368775693c33c49fab02e7900c1976a5da90,64,M+ Deportes 2 HD,2026-02-08,00:00,00:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
3afe1af18f8ff78e9946856911b00c67477052b5,64,M+ Deportes 2 HD,2026-02-08,02:00,02:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
73d38feaa770d788848ec098470e32670fe55a61,64,M+ Deportes 2 HD,2026-02-08,02:00,02:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
acb510858f34c3c6fd5f79395b031abd6885c2b3,64,M+ Deportes 2 HD,2026-02-08,02:00,02:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,yes
3774d8feab016ca766b35ea8488e7514ca30e0ee,64,M+ Deportes 2 HD,2026-02-08,02:00,02:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
6b15368775693c33c49fab02e7900c1976a5da90,64,M+ Deportes 2 HD,2026-02-08,02:00,02:00-Chile-Serbia,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
3afe1af18f8ff78e9946856911b00c67477052b5,64,M+ Deportes 2 HD,2026-02-08,11:00,11:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
73d38feaa770d788848ec098470e32670fe55a61,64,M+ Deportes 2 HD,2026-02-08,11:00,11:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
acb510858f34c3c6fd5f79395b031abd6885c2b3,64,M+ Deportes 2 HD,2026-02-08,11:00,11:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,yes
3774d8feab016ca766b35ea8488e7514ca30e0ee,64,M+ Deportes 2 HD,2026-02-08,11:00,11:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
6b15368775693c33c49fab02e7900c1976a5da90,64,M+ Deportes 2 HD,2026-02-08,11:00,11:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
37825883ed185365e3194a79207347f6c7bd5ba5,191,M+ Deportes 4,2026-02-08,11:30,11:30-Movistar Estudiantes-Súper Agropal Palencia,Primera FEB Liga Regular,MOVISTAR DEPORTES 4,MOVISTAR DEPORTES 4,M+ Deportes 4 (191),FHD,yes
8b5f9d967384afab226dd759e6e9dfaee9993869,191,M+ Deportes 4,2026-02-08,11:30,11:30-Movistar Estudiantes-Súper Agropal Palencia,Primera FEB Liga Regular,MOVISTAR DEPORTES 4,MOVISTAR DEPORTES 4,M+ Deportes 4 (191),HD,no
4141892f5df7d6474bf0279895ce02b7336c9928,70,DAZN 1 HD,2026-02-08,12:00,12:00-Levante Femenino-At. Madrid Femenino,Liga F,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
5b776533534b767a84dfda263825ad10f30a8ec7,70,DAZN 1 HD,2026-02-08,12:00,12:00-Levante Femenino-At. Madrid Femenino,Liga F,DAZN 1,DAZN 1,DAZN 1 (M70 O113),HD,no
1e7f5efc1913efaf7042a9b1a49d1f9adc5bc187,70,DAZN 1 HD,2026-02-08,12:00,12:00-Levante Femenino-At. Madrid Femenino,Liga F,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
b03f9310155cf3b4eafc1dfba763781abc3ff025,70,DAZN 1 HD,2026-02-08,12:00,12:00-Levante Femenino-At. Madrid Femenino,Liga F,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
36394be1db2e20b5997d987c32fd38c7f0f194b7,70,DAZN 1 HD,2026-02-08,12:00,12:00-Levante Femenino-At. Madrid Femenino,Liga F,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
691739972eb3468cf16b25e84dafdeaa40dead6d,70,DAZN 1 HD,2026-02-08,12:00,12:00-Levante Femenino-At. Madrid Femenino,Liga F,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
d5b2c6b940cf3df5e8f9dc6f000f0ea23a10b151,70,DAZN 1 HD,2026-02-08,12:00,12:00-Levante Femenino-At. Madrid Femenino,Liga F,DAZN 1,DAZN 1,DAZN 1 (M70 O113),HD,no
2f9211669499f413dab1a490198afab2a9b4b57c,71,DAZN 2 HD,2026-02-08,12:00,12:00-Sevilla FC Femenino-Athletic Femenino,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),FHD,no
b0eabe0fdd02fdd165896236765a9b753a2ff516,71,DAZN 2 HD,2026-02-08,12:00,12:00-Sevilla FC Femenino-Athletic Femenino,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),HD,no
fb2dd566824658eeab27aae19a01c09430f1a97d,71,DAZN 2 HD,2026-02-08,12:00,12:00-Sevilla FC Femenino-Athletic Femenino,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),FHD,no
43004e955731cd3afcc34d24e5178d4b427bff37,71,DAZN 2 HD,2026-02-08,12:00,12:00-Sevilla FC Femenino-Athletic Femenino,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),FHD,no
6dc4ac4eeae18e9daec433b01db82435cf84c57c,192,M+ Deportes 5,2026-02-08,13:00,13:00-Bulgaria-Bélgica,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 5,MOVISTAR DEPORTES 5,M+ Deportes 5 (192),FHD,no
3230cdca852a10325222e3c546e499e31d547a90,192,M+ Deportes 5,2026-02-08,13:00,13:00-Bulgaria-Bélgica,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 5,MOVISTAR DEPORTES 5,M+ Deportes 5 (192),HD,no
5913205fb6d6d162a50222709aab6129eb7cf916,192,M+ Deportes 5,2026-02-08,13:00,13:00-Bulgaria-Bélgica,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 5,MOVISTAR DEPORTES 5,M+ Deportes 5 (192),FHD,no
3afe1af18f8ff78e9946856911b00c67477052b5,64,M+ Deportes 2 HD,2026-02-08,13:00,13:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
73d38feaa770d788848ec098470e32670fe55a61,64,M+ Deportes 2 HD,2026-02-08,13:00,13:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
acb510858f34c3c6fd5f79395b031abd6885c2b3,64,M+ Deportes 2 HD,2026-02-08,13:00,13:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,yes
3774d8feab016ca766b35ea8488e7514ca30e0ee,64,M+ Deportes 2 HD,2026-02-08,13:00,13:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
6b15368775693c33c49fab02e7900c1976a5da90,64,M+ Deportes 2 HD,2026-02-08,13:00,13:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
594b59d435527327c9b6965f247995b907bfc285,66,M+ Ellas Vamos HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,MOVISTAR ELLAS,MOVISTAR ELLAS,M+ Ellas Vamos (66): VER PARTIDO,FHD,no
b2ee974d9cd40f2f251656cf5cb9a7a93ed05e97,66,M+ Ellas Vamos HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,MOVISTAR ELLAS,MOVISTAR ELLAS,M+ Ellas Vamos (66): VER PARTIDO,HD,no
9b84af74b2fa3690c519199326fc2f181b025cdd,66,M+ Ellas Vamos HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,MOVISTAR ELLAS,MOVISTAR ELLAS,M+ Ellas Vamos (66): VER PARTIDO,FHD,no
0f7842f8b6c26571e5a974407b61623e56e6a052,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),FHD,no
97df5b7824948972d041d8ca2a4d29c90b641bc9,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),HD,no
afbf2a479c5a5072698139f0f556ef3e77a99bd0,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),FHD,no
2b51710cee513e8939785fa3e7980f32d4e0415f,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),HD,no
b028202ff335911db3118bceac027df3e8ef6c32,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),HD,no
f3eea003e23f94dc2d527306de9dd386e3ebf4ba,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),FHD,yes
e572a5178ff72eed7d1d751a18b4b3419699f370,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),HD,no
778f08cbae9596ed9e8b2ae0af33ee7a6fe24c6a,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),FHD,no
afbf1ef8812e7b0a0977fa3a0a2d3a6d3cbd6c6f,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),FHD,no
152169ce99e1fd27f2249c18384a121079cdef29,60,M+ Liga de Campeones HD,2026-02-08,13:00,13:00-Arsenal Femenino-Man City Femenino,FA Women's Super League,LIGA DE CAMPEONES,LIGA DE CAMPEONES,M+ Liga de Campeones (M60 O115),UHD,no
107c3ce5a5d2527c9f06e4eab87477201791f231,54,M+ LaLiga HD,2026-02-08,14:00,14:00-Alavés-Getafe,La Liga EA Sports,M+ LALIGA,M+ LALIGA,M+ LALIGA (M54 O110),FHD,yes
8c30b600cc48899991b452805df48b68d998e61c,54,M+ LaLiga HD,2026-02-08,14:00,14:00-Alavés-Getafe,La Liga EA Sports,M+ LALIGA,M+ LALIGA,M+ LALIGA (M54 O110),FHD,no
af458073c3096293a4dea9f369d4f308e7125bd6,54,M+ LaLiga HD,2026-02-08,14:00,14:00-Alavés-Getafe,La Liga EA Sports,M+ LALIGA,M+ LALIGA,M+ LALIGA (M54 O110),FHD,no
31c19ffb3472c289c5bbbbc174449c8ed0d19e38,54,M+ LaLiga HD,2026-02-08,14:00,14:00-Alavés-Getafe,La Liga EA Sports,M+ LALIGA,M+ LALIGA,M+ LALIGA (M54 O110),HD,no
70f22be1286ef224b5e4e9451d9a42468152cda4,56,LaLiga TV Hypermotion HD,2026-02-08,14:00,14:00-Real Valladolid-CD Castellón,LaLiga Hypermotion,HYPERMOTION,HYPERMOTION,LALIGA TV Hypermotion (M56 O120): VER PARTIDO,FHD,yes
87bb542f974b6b9e89d0f2e20ed6dc93426f4be0,56,LaLiga TV Hypermotion HD,2026-02-08,14:00,14:00-Real Valladolid-CD Castellón,LaLiga Hypermotion,HYPERMOTION,HYPERMOTION,LALIGA TV Hypermotion (M56 O120): VER PARTIDO,HD,no
a4f072c9b614323ac1258a175f868a909ea3c8cd,56,LaLiga TV Hypermotion HD,2026-02-08,14:00,14:00-Real Valladolid-CD Castellón,LaLiga Hypermotion,HYPERMOTION,HYPERMOTION,LALIGA TV Hypermotion (M56 O120): VER PARTIDO,HD,no
8ee52f6208e33706171856f99d2ed2dabd317f3a,56,LaLiga TV Hypermotion HD,2026-02-08,14:00,14:00-Real Valladolid-CD Castellón,LaLiga Hypermotion,HYPERMOTION,HYPERMOTION,LALIGA TV Hypermotion (M56 O120): VER PARTIDO,FHD,yes
1f75d92098580443857caa95a719103cb83781b0,56,LaLiga TV Hypermotion HD,2026-02-08,14:00,14:00-Real Valladolid-CD Castellón,LaLiga Hypermotion,HYPERMOTION,HYPERMOTION,LALIGA TV Hypermotion (M56 O120): VER PARTIDO,HD,no
4636ed75106cb00e9c70cc2029edf0a4df7ad73f,56,LaLiga TV Hypermotion HD,2026-02-08,14:00,14:00-Real Valladolid-CD Castellón,LaLiga Hypermotion,HYPERMOTION,HYPERMOTION,LALIGA TV Hypermotion (M56 O120): VER PARTIDO,FHD,no
2f9211669499f413dab1a490198afab2a9b4b57c,71,DAZN 2 HD,2026-02-08,14:00,14:00-Madrid CFF-Deportivo Abanca,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),FHD,no
b0eabe0fdd02fdd165896236765a9b753a2ff516,71,DAZN 2 HD,2026-02-08,14:00,14:00-Madrid CFF-Deportivo Abanca,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),HD,no
fb2dd566824658eeab27aae19a01c09430f1a97d,71,DAZN 2 HD,2026-02-08,14:00,14:00-Madrid CFF-Deportivo Abanca,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),FHD,no
43004e955731cd3afcc34d24e5178d4b427bff37,71,DAZN 2 HD,2026-02-08,14:00,14:00-Madrid CFF-Deportivo Abanca,Liga F,DAZN 2,DAZN 2,DAZN 2 (M71 O114),FHD,no
6dc4ac4eeae18e9daec433b01db82435cf84c57c,192,M+ Deportes 5,2026-02-08,15:00,15:00-Bulgaria-Bélgica,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 5,MOVISTAR DEPORTES 5,M+ Deportes 5 (192),FHD,no
3230cdca852a10325222e3c546e499e31d547a90,192,M+ Deportes 5,2026-02-08,15:00,15:00-Bulgaria-Bélgica,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 5,MOVISTAR DEPORTES 5,M+ Deportes 5 (192),HD,no
5913205fb6d6d162a50222709aab6129eb7cf916,192,M+ Deportes 5,2026-02-08,15:00,15:00-Bulgaria-Bélgica,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 5,MOVISTAR DEPORTES 5,M+ Deportes 5 (192),FHD,no
3afe1af18f8ff78e9946856911b00c67477052b5,64,M+ Deportes 2 HD,2026-02-08,15:00,15:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
73d38feaa770d788848ec098470e32670fe55a61,64,M+ Deportes 2 HD,2026-02-08,15:00,15:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
acb510858f34c3c6fd5f79395b031abd6885c2b3,64,M+ Deportes 2 HD,2026-02-08,15:00,15:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,yes
3774d8feab016ca766b35ea8488e7514ca30e0ee,64,M+ Deportes 2 HD,2026-02-08,15:00,15:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),FHD,no
6b15368775693c33c49fab02e7900c1976a5da90,64,M+ Deportes 2 HD,2026-02-08,15:00,15:00-Hungría-Estados Unidos,Copa Davis Fase de Clasificación,MOVISTAR DEPORTES 2,MOVISTAR DEPORTES 2,M+ Deportes 2 (64),HD,no
4141892f5df7d6474bf0279895ce02b7336c9928,70,DAZN 1 HD,2026-02-08,15:00,15:00-Brighton-Crystal Palace,Premier League,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
5b776533534b767a84dfda263825ad10f30a8ec7,70,DAZN 1 HD,2026-02-08,15:00,15:00-Brighton-Crystal Palace,Premier League,DAZN 1,DAZN 1,DAZN 1 (M70 O113),HD,no
1e7f5efc1913efaf7042a9b1a49d1f9adc5bc187,70,DAZN 1 HD,2026-02-08,15:00,15:00-Brighton-Crystal Palace,Premier League,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
b03f9310155cf3b4eafc1dfba763781abc3ff025,70,DAZN 1 HD,2026-02-08,15:00,15:00-Brighton-Crystal Palace,Premier League,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
36394be1db2e20b5997d987c32fd38c7f0f194b7,70,DAZN 1 HD,2026-02-08,15:00,15:00-Brighton-Crystal Palace,Premier League,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
691739972eb3468cf16b25e84dafdeaa40dead6d,70,DAZN 1 HD,2026-02-08,15:00,15:00-Brighton-Crystal Palace,Premier League,DAZN 1,DAZN 1,DAZN 1 (M70 O113),FHD,no
d5b2c6b940cf3df5e8f9dc6f000f0ea23a10b151,70,DAZN 1 HD,2026-02-08,15:00,15:00-Brighton-Crystal Palace,Premier League,DAZN 1,DAZN 1,DAZN 1 (M70 O113),HD,no
39fefdecfc953dcf6e7c589739bf486c2e605ed0,65,M+ Deportes 3,2026-02-08,15:10,15:10-F. Auger-Aliassime-A. Mannarino,Torneo de Montpellier Final,MOVISTAR DEPORTES 3,MOVISTAR DEPORTES 3,M+ Deportes 3 (65),HD,no
29d786d72d4b53dbc333af3a50f8fb021aa0296f,65,M+ Deportes 3,2026-02-08,15:10,15:10-F. Auger-Aliassime-A. Mannarino,Torneo de Montpellier Final,MOVISTAR DEPORTES 3,MOVISTAR DEPORTES 3,M+ Deportes 3 (65),FHD,yes
594b59d435527327c9b6965f247995b907bfc285,66,M+ Ellas Vamos HD,2026-02-08,16:00,16:00-Real Madrid Femenino-Espanyol Femenino,Liga F,MOVISTAR ELLAS,MOVISTAR ELLAS,M+ Ellas Vamos (66): VER PARTIDO,FHD,no
b2ee974d9cd40f2f251656cf5cb9a7a93ed05e97,66,M+ Ellas Vamos HD,2026-02-08,16:00,16:00-Real Madrid Femenino-Espanyol Femenino,Liga F,MOVISTAR ELLAS,MOVISTAR ELLAS,M+ Ellas Vamos (66): VER PARTIDO,HD,no
9b84af74b2fa3690c519199326fc2f181b025cdd,66,M+ Ellas Vamos HD,2026-02-08,16:00,16:00-Real Madrid Femenino-Espanyol Femenino,Liga F,MOVISTAR ELLAS,MOVISTAR ELLAS,M+ Ellas Vamos (66): VER PARTIDO,FHD,no
d1d9ec2361a6ac8edc0b2841866383768cc28df9,196,DAZN 3 HD,2026-02-08,16:00,16:00-Real Madrid Femenino-Espanyol Femenino,Liga F,DAZN 3,DAZN 3,DAZN 3 (M196),HD,no
4e401fdceebffdf1f09aef954844d09f6c62f460,196,DAZN 3 HD,2026-02-08,16:00,16:00-Real Madrid Femenino-Espanyol Femenino,Liga F,DAZN 3,DAZN 3,DAZN 3 (M196),FHD,no
caa631e8850e3eb5e7c039063dd8a339ccef1176,57,M+ LaLiga 2 HD,2026-02-08,16:15,16:15-Athletic Club-Levante,La Liga EA Sports,M+ LALIGA 2,M+ LALIGA 2,M+ LALIGA 2 (M57 O112),FHD,no
911ad127726234b97658498a8b790fdd7516541d,57,M+ LaLiga 2 HD,2026-02-08,16:15,16:15-Athletic Club-Levante,La Liga EA Sports,M+ LALIGA 2,M+ LALIGA 2,M+ LALIGA 2 (M57 O112),FHD,no
b8eb9c9868d487402569bba2d97a8af113d033fe,57,M+ LaLiga 2 HD,2026-02-08,16:15,16:15-Athletic Club-Levante,La Liga EA Sports,M+ LALIGA 2,M+ LALIGA 2,M+ LALIGA 2 (M57 O112),HD,no
19f28f60c908f987b1a03da078e63320d7bf29e8,55,DAZN LaLiga HD,2026-02-08,16:15,16:15-Sevilla FC-Girona,La Liga EA Sports,DAZN LA LIGA 1,DAZN LA LIGA 1,DAZN LaLiga (M55 O113),HD,no
